primaryAccession	start	stop	submitted_path	submitted_name	ncbi_taxonid
JN664679	1	3805	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Zodion;"	Zodion fulvifrons	768806
JN664680	1	3811	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Myopa;"	Myopa vesiculosa	768770
JN664682	810	3885	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Conops;"	Conops flavipes	1219153
JN664683	802	3881	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Conops;"	Conops vesicularis	1219154
JN664685	1	2165	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Myopa;"	Myopa buccata	286487
JN664688	1	4011	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Thecophora;"	Thecophora atra	1219171
JN664689	1	3790	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Dalmanniinae;Dalmannia;"	Dalmannia aculeata	1219155
JN664690	813	3892	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Myopa;"	Myopa occulta	1219157
JN664692	1	3850	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Stylogastrinae;Stylogaster;"	Stylogaster rectinervis	1219168
JN664693	851	4094	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Stylogastrinae;Stylogaster;"	Stylogaster inca	1219166
JN664695	1	3780	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Dalmanniinae;Parazodion;"	Parazodion schmidti	1219194
JN664696	792	3897	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Physocephala;"	Physocephala tibialis	1219161
JN664697	1	3841	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Physoconops;"	Physoconops brachyrhynchus	1219196
JN664698	1	3896	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Thecophora;"	Thecophora occidensis	768772
JN664699	1	3799	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Physoconops;"	Physoconops guianicus	1219198
JN664700	1	2145	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Zodion;"	Zodion pictum	1219177
JN664701	1	3833	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Physoconops;"	Physoconops discalis	1219197
AY656802	1	2031	"Eukaryota;Rhodophyta;Florideophyceae;Nemaliophycidae;Nemaliales;Galaxauraceae;Dichotomaria;"	Dichotomaria marginata	268567
JN664702	778	3866	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Australoconops;"	Australoconops phaeomeros	1219185
JN664704	1	3878	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Stylogastrinae;Stylogaster;"	Stylogaster frauci	1219165
JN664706	802	3885	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Euconops;"	Euconops bellus	1219189
JN664707	1	3831	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Physocephala;"	Physocephala madagascariensis	1219159
JN664709	1	3757	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Myopinae;Thecophora;"	Thecophora metallica	1219173
JN664711	1	3896	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Stylogastrinae;Stylogaster;"	Stylogaster westwoodi	1219169
KU563738	112883	115686	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Magnoliidae;Magnoliales;Annonaceae;Annonoideae;Annoneae;Annona;"	Annona cherimola	49314
JN664712	1135	3829	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Physocephala;"	Physocephala rufipes	1219160
JN664713	1	3802	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Conopoidea;Conopidae;Conopinae;Conops;"	Conops rondanii	1219152
JN664714	1	3891	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Tephritoidea;Pyrgotidae;Pyrgota;"	Pyrgota undata	28637
AF346510	1	4276	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia occidentalis	168633
AF346511	1	4220	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia dentifera	42852
AY660566	143729	146538	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Huperzioideae;Huperzia;"	Huperzia lucidula (shining club moss)	37429
AF346512	1	4226	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;Daphnia laevis group;"	Daphnia laevis	42853
AF346513	1	4282	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia ambigua	77756
AF346514	1	4376	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia pulicaria	35523
AF346515	1	4173	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia magna	35525
AF346516	1	4064	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia longicephala	85468
AF346517	1	4320	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia truncata	77737
AF346518	1	4038	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Daphnia;"	Daphnia ephemeralis	400403
AF346519	1	4252	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Simocephalus;"	Simocephalus serrulatus	117539
AF346520	1	4063	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Ceriodaphnia;"	Ceriodaphnia rotunda	168632
KF541337	600419	603747	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Gentianales;Apocynaceae;Asclepiadoideae;Asclepiadeae;Asclepiadinae;Asclepias;"	Asclepias syriaca	48545
CP000563	5070831	5073733	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;"	Shewanella baltica OS155	325240
KU568459	1	2696	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Kallymeniaceae;Rhytimenia;"	Rhytimenia cerebriformis	1796999
JN039300	51419	54564	"Eukaryota;Alveolata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;"	Karlodinium veneficum	407301
KU569492	2487	5738	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Caesalpinioideae;Caesalpinia clade;Mezoneuron;"	Mezoneuron cucullatum	1387641
KP899713	20363	23264	"Eukaryota;Cryptophyta;Pyrenomonadales;Geminigeraceae;Teleaulax;"	Teleaulax amphioxeia	77931
CP000568	3667394	3670301	"Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Hungateiclostridium;"	Hungateiclostridium thermocellum ATCC 27405	203119
JN674636	1708	4457	"Eukaryota;Euglenozoa;Euglenida;Euglenales;Colacium;"	Colacium vesiculosum	102910
JN674637	139376	142234	"Eukaryota;Euglenozoa;Euglenida;Euglenales;Euglenaceae;Strombomonas;"	Strombomonas acuminata	201859
MG727869	76595	79499	"Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Capsosiphon;"	Capsosiphon fulvescens	205396
CP000569	2067614	2070509	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;"	Actinobacillus pleuropneumoniae serovar 5b str. L20	416269
AY724688	1	3433	"Eukaryota;Ichthyosporea;Capsaspora;"	Capsaspora owczarzaki	192875
AY673996	24947	27834	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gracilariales;Gracilariaceae;Gracilaria;"	Gracilaria tenuistipitata var. liui	285951
AY732225	1	3310	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Canalipalpata;Sabellida;Sabellidae;Schizobranchia;"	Schizobranchia insignis	310045
AY732226	1	3292	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Canalipalpata;Sabellida;Sabellariidae;Neosabellaria;"	Neosabellaria cementarium	1654353
AY732227	1	3331	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Canalipalpata;Sabellida;Serpulidae;Serpula;"	Serpula vermicularis	249369
AY732228	1	2262	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Aciculata;Eunicida;Onuphidae;Hyalinoecia;"	Hyalinoecia tubicola	169112
AY732229	1	2274	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Aciculata;Eunicida;Eunicidae;Eunice;"	Eunice sp. SHP-2002	188450
AY732230	1	2198	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Palpata;Aciculata;Eunicida;Dorvilleidae;Protodorvillea;"	Protodorvillea kefersteini	394771
AY732231	1	2415	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Polychaeta;Polychaeta incertae sedis;Dinophilidae;Trilobodrilus;"	Trilobodrilus heideri	188476
JN681028	1	3569	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Phylactolaemata;Lophopodidae;Lophopus;"	Lophopus crystallinus	350068
JN681029	1	3246	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Phylactolaemata;Fredericellidae;Fredericella;"	Fredericella sultana	349672
JN681030	1	3401	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Phylactolaemata;Plumatellidae;Plumatella;"	Plumatella emarginata	56620
JN681033	1	3155	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Stenolaemata;Tubuliporida;Tubuliporidae;Tubulipora;"	Tubulipora lobifera	1118971
JN681036	1	3696	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;"	Amathia cf. gracilis AW-2011	1917072
JN681037	1	2673	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;"	Amathia sp. n. 1 AW-2014	1970220
JN681039	1	3552	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Malacostegina;Membraniporoidea;Membraniporidae;Membranipora;"	Membranipora membranacea	95170
JN681040	1	3431	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Celleporoidea;Celleporidae;Celleporina;"	Celleporina hassallii	560969
JN681041	1	3414	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Smittinoidea;Bitectiporidae;Schizomavella;"	Schizomavella linearis	560974
JN681042	1	3449	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Smittinoidea;Watersiporidae;Watersipora;"	Watersipora subtorquata	193294
JN681043	1	3419	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Calloporoidea;Calloporidae;Callopora;"	Callopora lineata	560967
JN681044	1	3419	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Calloporoidea;Calloporidae;Callopora;"	Callopora dumerilii	560966
JN681045	1	1965	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Buguloidea;Bugulidae;Crisularia;"	Crisularia plumosa	1118968
JN681047	1	3737	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Malacostegina;Membraniporoidea;Electridae;Conopeum;"	Conopeum reticulum	450190
JN681048	1	3352	"Eukaryota;Metazoa;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Schizoporelloidea;Schizoporellidae;Schizoporella;"	Schizoporella dunkeri	1118970
KP940485	40158	43334	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Orobanchaceae;Rhinantheae;Neobartsia;"	Neobartsia pedicularoides	691774
KP940515	709250	712374	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Geraniales;Geraniaceae;Geranium;"	Geranium maderense	28964
LS483489	4615069	4617972	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Poona	436295
CP000571	560552	563433	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;"	Burkholderia pseudomallei 668	320373
AY744813	1	1906	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Aphrophoridae;Philaenus;"	Philaenus spumarius (meadow spittlebug)	36667
AY744816	1	1901	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Aphrophoridae;Lepyronia;"	Lepyronia coleoptrata	295199
AY744819	1	1921	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Aphrophoridae;Aphrophora;"	Aphrophora cribrata (pine spittlebug)	295202
AY744820	1	1901	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Aphrophoridae;Lepyronia;"	Lepyronia quadrangularis (diamond-backed spittlebug)	295203
AY744821	1	1901	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Cercopidae;Cercopinae;Cosmoscarta;"	Cosmoscarta sp. JRC-2004	295204
AY744822	1	1909	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Aphrophoridae;Liorhina;"	Liorhina sp. JRC-2004	295206
AY744825	1	1904	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Cercopidae;Ischnorhininae;Zulia;"	Zulia vilior	295209
AY744829	1	1910	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Epipygidae;Epipyga;"	Epipyga sp. n. JRC-2004-a	295216
AY744831	1	1912	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Epipygidae;Evexus;"	Evexus n. sp. JRC-2004-e	295223
AY744833	1	1920	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cercopoidea;Aphrophoridae;Cephisus;"	Cephisus siccifolius	295235
AY744840	1	1909	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Fulgoroidea;Dictyopharidae;Scolops;"	Scolops sp. JRC-2004	295291
AY744844	1	1952	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Membracidae;Guayaquila;"	Guayaquila gracilicornis	104836
AY744845	1	1922	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Flexamia;"	Flexamia areolata	57334
AY744895	1	2094	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Branchiopoda;Anostraca;Thamnocephalidae;Branchinella;"	Branchinella occidentalis	168898
AY744900	1	2423	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Euphausiacea;Euphausiidae;Meganyctiphanes;"	Meganyctiphanes norvegica	48144
KC353353	89	2850	"Eukaryota;Jakobida;Histionidae;Histiona;"	Histiona aroides	392300
KC353354	66	2780	"Eukaryota;Jakobida;Jakobidae;Jakoba;"	Jakoba bahamiensis	221721
AY749915	1	2136	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pannota;Ephemerellidae;Drunella;"	Drunella doddsii	603581
AY749917	1	2173	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Setisura;Heptageniidae;Epeorus;"	Epeorus longimanus	309539
JX219483	2207	5101	"Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;"	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	1206980
AY749926	1	2627	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Setisura;Heptageniidae;Rhithrogena;"	Rhithrogena sp. EP021	309559
AY749928	1	2264	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Setisura;Heptageniidae;Stenonema;"	Stenonema sp. EP026	309561
KC353356	61	2835	"Eukaryota;Jakobida;Histionidae;Reclinomonas;"	Reclinomonas americana ATCC 50633	1295593
KC353357	61	2834	"Eukaryota;Jakobida;Histionidae;Reclinomonas;"	Reclinomonas americana ATCC 50283	1295594
KC353359	38	2715	"Eukaryota;Jakobida;Seculamonas;"	Seculamonas ecuadoriensis	221724
AY749957	1	2776	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Oniscigastridae;Siphlonella;"	Siphlonella sp. EP083	309615
AY749958	1	2514	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pisciforma;Siphlonuridae;Siphlonurus;"	Siphlonurus sp. EP084	309563
KU640958	30607	33402	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ericaceae;Pyroloideae;Monotropeae;Monotropa;"	Monotropa hypopitys	176248
AY749964	1	2033	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pisciforma;Ameletopsidae;Mirawara;"	Mirawara sp. EP093	309619
LS483491	2043920	2046838	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus auricularis	29379
AY749976	1	2198	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Metropodidae;Siphloplecton;"	Siphloplecton interlineatum	309631
LC274512	1	2660	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Erpobdelliformes;Erpobdellidae;Erpobdella;"	Erpobdella japonica	184739
AY749977	1	2495	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Setisura;Heptageniidae;Macdunnoa;"	Macdunnoa hipawinia	309634
AY749978	1	2296	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Palpotarsa;Behningiidae;Dolania;"	Dolania americana	309636
LC274515	1	2689	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Erpobdelliformes;Gastrostomobdellidae;Gastrostomobdella;"	Gastrostomobdella monticola	1076190
CP000573	487266	490147	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;"	Burkholderia pseudomallei 1106a	357348
LC274520	1	2778	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Erpobdelliformes;Gastrostomobdellidae;Gastrostomobdella;"	Gastrostomobdella extenta	2015264
LC274524	1	2685	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Erpobdelliformes;Gastrostomobdellidae;Gastrostomobdella;"	Gastrostomobdella ampunganensis	2015263
MG738665	107148	109958	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Dipsacales;Adoxaceae;Viburnum;"	Viburnum betulifolium	224736
LC274530	1	2674	"Eukaryota;Metazoa;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Erpobdelliformes;Orobdellidae;Orobdella;"	Orobdella masaakikuroiwai	1502900
CP000574	1660007	1662919	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;"	Leuconostoc mesenteroides KFRI-MG	427140
AY750012	1	2485	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pannota;Ephemerellidae;Hyrtanella;"	Hyrtanella sp. EP144	309663
KU646489	223	3116	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Zygnematales;Zygnemataceae;Spirogyra;"	Spirogyra maxima	3180
KP974313	65724	68862	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Geraniales;Geraniaceae;Geranium;"	Geranium brycei	379939
AY750015	1	2593	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Setisura;Arthropleidae;Arthroplea;"	Arthroplea bipunctata	309667
AY750020	1	2465	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pisciforma;Ameletopsidae;Ameletopsis;"	Ameletopsis perscitus	309672
AY750021	1	2398	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Pannota;Caenidae;Brachycercus;"	Brachycercus harrisella	309674
AY750022	1	2609	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Ephemeroptera;Setisura;Oligoneuriidae;Oligoneuriella;"	Oligoneuriella rhenana	309676
KU646491	9479	12345	"Eukaryota;Viridiplantae;Streptophyta;Zygnemophyceae;Zygnematales;Zygnemataceae;Netrium;"	Netrium digitus	43946
