	taxonomy	organism_name
10109	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofundulus	Desulfofundulus thermobenzoicus
10110	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofundulus	Desulfofundulus thermoacetoxidans
10111	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofundulus	Desulfofundulus thermobenzoicus subsp. thermosyntrophicus
10112	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Thermincola	Thermincola carboxydiphila
10113	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Thermincola	Thermincola ferriacetica
10114	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Carboxydocella	Carboxydocella sporoproducens
10115	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Carboxydocella	Carboxydocella thermautotrophica
10116	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Carboxydocella	Carboxydocella manganica
10117	Bacteria;Bacillota;Thermolithobacteria;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter	Thermolithobacter carboxydivorans
10118	Bacteria;Bacillota;Thermolithobacteria;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter	Thermolithobacter ferrireducens
10119	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula	Novipirellula caenicola
10120	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Novipirellula rosea
10121	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula	Novipirellula galeiformis
10122	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula	Novipirellula artificiosorum
10123	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula	Novipirellula aureliae
10124	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula	Rubripirellula amarantea
10125	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula	Rubripirellula obstinata
10126	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula	Rubripirellula reticaptiva
10127	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula	Rubripirellula tenax
10128	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Rhodopirellula heiligendammensis
10129	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Rhodopirellula solitaria
10130	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Rhodopirellula lusitana
10131	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Rhodopirellula pilleata
10132	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Rhodopirellula baltica
10133	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula	Rhodopirellula rubra
10134	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Crateriforma 	Crateriforma conspicua
10135	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria	Stieleria maiorica
10136	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria	Stieleria neptunia
10137	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria	Stieleria varia
10138	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima	Roseimaritima ulvae
10139	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima	Roseimaritima sediminicola
10140	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rosistilla	Rosistilla oblonga
10141	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rosistilla	Rosistilla carotiformis
10142	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Bremerella	Bremerella volcania
10143	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Bremerella	Bremerella alba
10144	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Bremerella	Bremerella cremea
10145	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Blastopirellula	Blastopirellula marina
10146	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Blastopirellula	Blastopirellula retiformator
10147	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus	Mariniblastus fucicola
10148	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Aureliella	Aureliella helgolandensis
10149	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Pirellula	Pirellula staleyi
10150	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Lignipirellula	Lignipirellula cremea
10151	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Posidoniimonas	Posidoniimonas polymericola
10152	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Posidoniimonas	Posidoniimonas corsicana
10153	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Aeoliella	Aeoliella mucimassa
10154	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Botrimarina	Botrimarina mediterranea
10155	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Botrimarina	Botrimarina colliarenosi
10156	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Lacipirellula	Lacipirellula parvula
10157	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Lacipirellula	Lacipirellula limnantheis
10158	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Pirellulimonas	Pirellulimonas nuda
10159	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Pseudobythopirellula	Pseudobythopirellula maris
10160	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta	Thermogutta hypogea
10161	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta	Thermogutta terrifontis
10162	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermostilla	Thermostilla marina
10163	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia maris
10164	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia algae
10165	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia alba
10166	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia aquarii
10167	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia fumaroli
10168	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia chilikensis
10169	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia benthica
10170	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia	Gimesia panareensis
10171	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Fuerstia	Fuerstiella marisgermanici
10172	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Symmachiella	Symmachiella dynata
10173	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Symmachiella	Symmachiella macrocystis
10174	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Polystyrenella	Polystyrenella longa
10175	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Thalassoglobus	Thalassoglobus polymorphus
10176	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Thalassoglobus	Thalassoglobus neptunius
10177	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomicrobium	Planctomicrobium piriforme
10178	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Maioricimonas	Maioricimonas rarisocia
10179	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera	Rubinisphaera brasiliensis
10180	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera	Rubinisphaera italica
10181	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Alienimonas	Alienimonas californiensis
10182	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Alienimonas	Alienimonas chondri
10183	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Calycomorphotria	Calycomorphotria hydatis
10184	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Caulifigura 	Caulifigura coniformis
10185	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus	Planctopirus hydrillae
10186	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus	Planctopirus limnophila
10187	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria	Schlesneria paludicola
10188	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata	Gemmata obscuriglobus
10189	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	Ramlibacter aquaticus
10190	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Frigoriglobus	Frigoriglobus tundricola
10191	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Urbifossiella	Urbifossiella limnaea
10192	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmatales_incertae_sedis;Thermogemmata	Thermogemmata fonticola
10193	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Fimbriiglobus	Fimbriiglobus ruber
10194	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Limnoglobus	Limnoglobus roseus
10195	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Telmatocola	Telmatocola sphagniphila
10196	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Zavarzinella	Zavarzinella formosa
10197	Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Tuwongella	Tuwongella immobilis
10198	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera	Singulisphaera acidiphila
10199	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera	Singulisphaera rosea
10200	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Tundrisphaera	Tundrisphaera lichenicola
10201	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Aquisphaera	Aquisphaera giovannonii
10202	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Paludisphaera	Paludisphaera borealis
10203	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Isosphaera	Isosphaera pallida
10204	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Tautonia	Tautonia plasticadhaerens
10205	Bacteria;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Tautonia	Tautonia sociabilis
10206	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera	Algisphaera agarilytica
10207	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Poriferisphaera	Poriferisphaera corsica
10208	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	Phycisphaera mikurensis
10209	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera	Tepidisphaera mucosa
10210	Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera	Sedimentisphaera cyanobacteriorum
10211	Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera	Sedimentisphaera salicampi
10212	Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Limihaloglobus	Limihaloglobus sulfuriphilus
10213	Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Anaerohalosphaeraceae;Anaerohalosphaera	Anaerohalosphaera lusitana
10214	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula chungangensis
10215	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula harenae
10216	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula rosea
10217	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula phyci
10218	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula helveola
10219	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula luteola
10220	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Haloferula	Haloferula sargassicola
10221	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter arcticus
10222	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter flavescens
10223	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter luteus
10224	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter gellanilyticus
10225	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter pohnpeiensis
10226	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter luojiensis
10227	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter yonseiensis
10228	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter algae
10229	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Luteolibacter	Luteolibacter cuticulihirudinis
10230	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea marina
10231	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea profundi
10232	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea spongiae
10233	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea tangerina
10234	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea halochordaticola
10235	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea squalenifaciens
10236	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Rubritaleaceae;Rubritalea	Rubritalea sabuli
10237	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Persicirhabdus	Persicirhabdus sediminis
10238	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Roseibacillus	Roseibacillus ishigakijimensis
10239	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Roseibacillus	Roseibacillus ponti
10240	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Roseibacillus	Roseibacillus persicicus
10241	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Akkermansiaceae;Akkermansia	Akkermansia glycaniphila
10242	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Akkermansiaceae;Akkermansia	Akkermansia muciniphila
10243	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Prosthecobacter	Prosthecobacter algae
10244	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Prosthecobacter	Prosthecobacter fusiformis
10245	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Prosthecobacter	Prosthecobacter dejongeii
10246	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Prosthecobacter	Prosthecobacter debontii
10247	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Brevifollis	Brevifollis gellanilyticus
10248	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Prosthecobacter	Prosthecobacter fluviatilis
10249	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Prosthecobacter	Prosthecobacter vanneervenii
10250	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Verrucomicrobium	Verrucomicrobium spinosum
10251	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Phragmitibacter	Phragmitibacter flavus
10252	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Verrucomicrobiotaceae;Roseimicrobium	Roseimicrobium gellanilyticum
10253	Bacteria;Verrucomicrobiota;Terrimicrobia;Terrimicrobiales;Terrimicrobiaceae;Terrimicrobium	Terrimicrobium sacchariphilum
10254	Bacteria;Verrucomicrobiota;Verrucomicrobiota_incertae_sedis;Verrucomicrobiota_incertae_sedis;Verrucomicrobiota_incertae_sedis;Limisphaera	Limisphaera ngatamarikiensis
10255	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita	Coraliomargarita akajimensis
10256	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita	Coraliomargarita sinensis
10257	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Puniceicoccus	Puniceicoccus vermicola
10258	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus	Cerasicoccus arenae
10259	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Ruficoccus	Ruficoccus amylovorans
10260	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Oceanipulchritudo	Oceanipulchritudo coccoides
10261	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus	Pelagicoccus albus
10262	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus	Pelagicoccus mobilis
10263	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus	Pelagicoccus litoralis
10264	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus	Pelagicoccus croceus
10265	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Alterococcus	Alterococcus agarolyticus
10266	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Geminisphaera	Geminisphaera colitermitum
10267	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Rariglobus	Rariglobus hedericola
10268	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Opitutus	Opitutus terrae
10269	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Ereboglobus	Ereboglobus luteus
10270	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Nibricoccus	Nibricoccus aquaticus
10271	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Cephaloticoccus	Cephaloticoccus capnophilus
10272	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Cephaloticoccus	Cephaloticoccus primus
10273	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Oleiharenicola	Oleiharenicola alkalitolerans
10274	Bacteria;Verrucomicrobiota;Opitutae;Opitutales;Opitutaceae;Oleiharenicola	Oleiharenicola lentus
10275	Bacteria;Kiritimatiellota;Kiritimatiellae;Kiritimatiellae_incertae_sedis;Pontiellaceae;Pontiella	Pontiella desulfatans
10276	Bacteria;Kiritimatiellota;Kiritimatiellae;Kiritimatiellae_incertae_sedis;Pontiella	Pontiella sulfatireligans
10277	Bacteria;Kiritimatiellota;Tichowtungiia;Tichowtungiales;Tichowtungiaceae;Tichowtungia	Tichowtungia aerotolerans
10278	Bacteria;Kiritimatiellota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;Kiritimatiella	Kiritimatiella glycovorans
10279	Bacteria;Lentisphaerota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera	Lentisphaera araneosa
10280	Bacteria;Lentisphaerota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera	Lentisphaera marina
10281	Bacteria;Lentisphaerota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera	Lentisphaera profundi
10282	Bacteria;Lentisphaerota;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	Victivallis lenta
10283	Bacteria;Lentisphaerota;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	Victivallis vadensis
10284	Bacteria;Lentisphaerota;Oligosphaeria;Oligosphaerales;Oligosphaeraceae;Oligosphaera	Oligosphaera ethanolica
10285	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia abortus
10286	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia psittaci
10287	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia avium
10288	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia gallinacea
10289	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia caviae
10290	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia felis
10291	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia trachomatis
10292	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia suis
10293	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia muridarum
10294	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia pecorum
10295	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia pneumoniae
10296	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Parachlamydiaceae;Neochlamydia	Neochlamydia hartmannellae
10297	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Parachlamydiaceae;Parachlamydia	Parachlamydia acanthamoebae
10298	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Simkaniaceae;Simkania	Simkania negevensis
10299	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Waddliaceae;Waddlia	Waddlia chondrophila
10300	Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium	Abditibacterium utsteinense
10301	Bacteria;Fibrobacterota;Chitinispirillia;Chitinispirillales;Chitinispirillaceae;Chitinispirillum	Chitinispirillum alkaliphilum
10302	Bacteria;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;Chitinivibrio	Chitinivibrio alkaliphilus
10303	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella arctica
10304	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella sapmiensis
10305	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella pectinivorans
10306	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella tundricola
10307	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella rosea
10308	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella sibirica
10309	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter lichenicola
10310	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella aggregans
10311	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella cerasi
10312	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella paludicola
10313	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella acidiphila
10314	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	Granulicella mallensis
10315	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter dinghuensis
10316	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter acidisoli
10317	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter aggregans
10318	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter flagellatus
10319	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter modestus
10320	Bacteria;Acidobacteriota;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	Edaphobacter bradus
