primaryAccession	start	stop	path	organism_name	taxid
FJ848973	1	2748	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Rhodymeniophycidae;Portieria;"	Portieria hornemanii	30181
FJ848974	1	2679	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Rhodymeniophycidae;Sphaerococcus;"	Sphaerococcus coronopifolius	30195
FJ862860	1	3509	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Endeis spinosa	28604
FJ862861	1	3417	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Tanystylum sp. JA-2009	28604
FJ862862	1	3469	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Ammothea sp. JA-2009	28604
FJ862863	1	3475	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Nymphon gracile	28604
FJ862864	1	3414	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Rhopalorhynchus filipes	28604
FJ862865	1	3510	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Colossendeis macerrima	28604
FJ862866	1	3531	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Pallenopsis sp. JA-2009	28604
FJ862867	1	3434	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Achelia hispida	28604
FJ862868	1	3519	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Ascorhynchus sp. JA-2009	28604
FJ862869	1	3660	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;"	Colossendeis sp. 1 JA-2009	28604
FJ872375	25818	28669	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;"	uncultured Verrucomicrobia bacterium	28412
FJ875693	1	2483	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;"	Armillaria mellea	29328
FJ875696	1	2482	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;"	Armillaria sp. CMW 10115	29309
FJ890853	1	3811	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Hendelia gladiator	28641
FJ890856	1	3821	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Clusiodes johnsoni	28641
FJ890857	1	3838	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Clusiodes orbitalis	28641
FJ890860	1	3720	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Heteromeringia sp. OL103DEBU	28641
FJ890862	1	3815	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Craspedochaeta annulipes	28641
FJ890865	1	3804	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Apiochaeta chiloensis	28641
FJ890866	1	3865	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Apiochaeta aterrima	28641
FJ890867	1	3806	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Clusia flava (Meigen, 1830)	28641
FJ890868	1	3817	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Clusia tigrina	28641
FJ890873	1	3874	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Clusia czernyi	28641
FJ890877	1	3819	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala flaviseta	28641
FJ890879	1	3818	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala setipes	28641
FJ890880	1	3800	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala sp. 2 OL-2008	28641
FJ890882	1	3820	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala atricornis	28641
FJ890883	1	3814	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala latifrons	28641
FJ890884	1	3798	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala sp. 1 OL-2008	28641
FJ890885	1	3820	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sobarocephala ruebsaameni	28641
FJ890888	1	3798	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Liriomyza huidobrensis (pea leafminer)	28641
FJ890889	1	3264	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Phytomyza sp. OLphilDEBU	28641
FJ899145	1	3148	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Polyporaceae;Lignosus;"	Lignosus rhinocerotis	29391
FJ914620	2050	4814	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Candidatus Liberibacter;"	Candidatus Liberibacter sp. Guangxi_Guilin_China	16468
FJ917224	1	3627	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Valvata piscinalis	28793
FJ917225	1	3573	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Cornirostra pellucida	28793
FJ917226	1	3681	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Rissoella rissoaformis	28795
FJ917227	1	3493	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Glacidorbis rusticus	28795
FJ917228	1	3417	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Cima sp. AD-2009	28795
FJ917229	1	3399	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Smeagol phillipensis	28795
FJ917230	1	3684	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Graphis sp. AD-2009	28793
FJ917243	1	2536	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Rictaxis punctocaelatus	28795
FJ917244	1	2418	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Siphonaria capensis	28793
FJ917245	1	2381	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Latia neritoides	28793
FJ917246	1	2375	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Umbraculum umbraculum	28793
FJ917247	1	2411	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Oxynoe antillarum	28795
FJ918671	1	2376	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Grylloblattodea;"	Grylloblatta bifratrilecta	28653
FJ948787	12673	16495	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;"	Mesobuthus martensii (Chinese scorpion)	28576
FJ966011	1	2542	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Cherax parvus	28611
FJ966012	1	2553	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;"	Cherax quinquecarinatus	28609
FJ966016	1	2322	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Engaewa reducta	28611
FJ966017	1	2318	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;"	Engaewa similis	28609
FJ966026	1	2467	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Euastacus setosus	28611
FJ966030	1	2503	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Euastacus woiwuru	28611
FJ966034	1	2183	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Spinastacoides insignis	28611
FJ966036	1	2338	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Astacoides caldwelli	28611
FJ966037	1	2324	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;"	Paranephrops zealandicus	28609
FJ966040	1	2409	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;"	Parastacus pugnax	28609
FJ966042	1	2388	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Eucarida;"	Virilastacus araucanius	28611
FJ968739	75137	78164	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Neglectella solitaria	26900
FJ968741	91873	94843	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Parachlorella kessleri	26900
FJ969718	1	3200	"Eukaryota;Cryptophyceae;Kathablepharidae;Roombia;"	Roombia truncata	11743
FJ973368	1	3015	"Eukaryota;Haptophyta;Pavlovophyceae;Pavlova;"	Pavlova gyrans	11776
FJ973370	1	3037	"Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Ankylochrisis;"	Ankylochrysis lutea	30283
FJ973372	1	3219	"Eukaryota;Incertae Sedis;Telonema;"	Telonema subtile	11799
FJ973373	1	3151	"Eukaryota;Archaeplastida;Glaucophyta;Cyanoptyche;"	Cyanoptyche gloeocystis	30080
FJ973377	1	3417	"Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Bodomorpha;"	Bodomorpha minima	12020
FJ973379	1	3338	"Eukaryota;SAR;Rhizaria;Cercozoa;"	Gymnophrys sp. ATCC 50923	12006
FJ973380	1	2873	"Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita;"	Heteromita globosa	12021
FJ977671	1	2132	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Vetigastropoda;"	Fissurella nodosa	28797
FJ977672	1	2102	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Vetigastropoda;"	Puncturella sp. SWA-2009	28797
FJ977673	1	2109	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Lucapina suffusa	28793
FJ977675	1	2080	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Haliotis corrugata (pink abalone)	28793
FJ977677	1	2102	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Vetigastropoda;"	Cittarium pica	28797
FJ977678	1	2145	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Vetigastropoda;"	Pseudostomatella erythrocoma	28797
FJ977680	1	2105	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Lithopoma phoebium	28793
FJ977686	1	2117	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Nerita tessellata	28793
FJ977687	1	1948	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Neritimorpha;"	Neritina virginea	28796
FJ977688	1	2127	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;"	Puperita pupa	28793
FJ981818	1	3216	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;"	Ceratonova shasta	28890
FJ981819	1	3537	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Cnidaria;Myxozoa;"	Myxobolus notropis	28888
FJ981820	1	3595	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;"	Myxobolus cerebralis	28890
FJ999996	134814	138345	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Pleurozia purpurea	1255
FJNB01000029	1491	4404	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;"	Trichococcus ilyis	13004
FJNE01000016	208	3119	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;"	Trichococcus palustris	13004
FJNX01000008	223	3216	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium brumae	26203
FJOG01000205	2275	5617	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;"	Phialocephala subalpina	29128
FJTZ01000012	201093	203943	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Romboutsia;"	Romboutsia sp. MT17	27528
FJUL01000023	2008	5650	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;"	Lachancea sp. CBS 6924	29265
FJUN01000016	2005	5692	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;"	Lachancea mirantina	29265
FJUO01000029	8592	12202	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;"	Lachancea fermentati	29265
FJUR01000001	354779	357675	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pararhizobium;"	Rhizobium sp. 9140	16481
FJVD01000002	2208	4961	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;"	Chryseobacterium sp. G972	26737
FJVE01000005	457761	460655	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;"	Clostridium sp. Marseille-P299	27443
FJVG01000021	279453	282528	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium sp. SN14	26196
FJVJ01000015	60	2896	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;"	Eubacteriaceae bacterium CHKCI005	27502
FJVO01000052	3864	6986	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium houstonense	26203
FJWB02063289	50452	54162	"Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Poales;Hordeum;"	Hordeum vulgare	29798
FKBS01000027	31	2910	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;"	Bordetella ansorpii	27874
FKIJ01000006	480	3370	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiales Incertae Sedis;2013Ark19i;"	bacterium 2013Ark19i	27906
FKJH01000035	1918	5041	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. F-7	26416
FKKY02000042	127	2899	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;"	Aeromonas sp. EERV15	28048
FKLA01000009	183633	186452	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;"	Anaerotruncus sp. MT15	27494
FKLU01011541	3138	6968	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Chordata;Vertebrata;Gnathostomata;Euteleostomi;"	Labrus bergylta (ballan wrasse)	28563
FKYL01000005	1807321	1810191	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;"	Alistipes sp. Marseille-P2431	26553
FLKB01000019	119819	122664	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium sp. Marseille-P2414	896
FLKC01000022	432122	435027	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;"	Ruminococcus sp. Marseille-P328	27426
FLKE01000015	268331	270629	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;"	Paenibacillus sp. Marseille-P2472	27362
FLKF01000012	539239	542171	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosinus;"	Clostridiales bacterium Marseille-P2411	27631
FLKG01000014	253853	256647	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;"	Ruminococcus sp. AT12	27433
FLKH01000011	96	3012	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;"	Gracilibacillus sp. Marseille-P2481	817
FLKL01000002	121719	124610	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;"	Clostridium sp. Marseille-P2538	27443
FLKM01000009	1337334	1340218	"Bacteria;Firmicutes;Clostridia;Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group;"	Eubacterium sp. SN18	27546
FLKP01000001	166	2989	"Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenella;"	Christensenella sp. Marseille-P2437	27398
FLLS01000002	1015731	1018658	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;"	Olsenella sp. KHD7	26440
FLMP01017839	1	1916	"Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;"	seawater metagenome	11988
FLMR01000009	98998	101671	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Weeksella;"	Weeksella sp. Marseille-P2517	26746
FLOC01000037	22	2903	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas;"	Marinomonas aquimarina	28249
FLOE01000032	83	2963	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas;"	Marinomonas spartinae	28249
FLQS01000002	136681	139802	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	uncultured Mycobacterium sp.	26203
FLQT01000003	752786	755632	"Bacteria;Firmicutes;Clostridia;Tissierellales;Family XI;Peptoniphilus;"	Peptoniphilus sp. KHD5	27557
FLQV01000124	412	4217	"Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Haemosporoidia;Plasmodium;"	Plasmodium ovale curtisi	11928
FLQW01001896	2	3890	"Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Haemosporoidia;Plasmodium;"	Plasmodium malariae	11928
FLQX01000078	2200	5082	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Candidatus Accumulibacter;"	Candidatus Accumulibacter aalborgensis	28026
FLQY01000362	2582	5609	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio;"	Candidatus Propionivibrio aalborgensis	28031
FLRC01000046	358	3250	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella;"	Alcaligenaceae bacterium LMG 29303	27881
