Database	Organism name 	Length	Unpaired Bases	Paired Bases	Pseudoknotted	Pseudoknot order	RNA type	benchmark id	Genus	Core	Coreplus	Shape	Molecola se validata	Descrizione	Reference
CRW	Escherichia coli W3110	74	30	44	No	0	tRNA	CRW_t_B_11964	0	(()()())	(()()())	--	No	--	--
CRW	Escherichia coli W3110	75	31	44	No	0	tRNA	CRW_t_B_11965	0	(()()())	(()()())	--	No	--	--
CRW	Escherichia coli W3110	76	32	44	No	0	tRNA	CRW_t_B_11966	0	(()()())	(()()())	--	No	--	--
CRW	Escherichia coli W3110	76	32	44	No	0	tRNA	CRW_t_B_11967	0	(()()())	(()()())	--	No	--	--
CRW	Escherichia coli W3110	76	32	44	No	0	tRNA	CRW_t_B_11968	0	(()()())	(()()())	--	No	--	--
CRW	Gossypium barbadense	71	27	44	No	0	tRNA	CRW_t_E_11969	0	(()()())	(()()())	--	No	--	--
CRW	Gossypium barbadense	71	27	44	No	0	tRNA	CRW_t_E_11970	0	(()()())	(()()())	--	No	--	--
CRW	Bifidobacterium adolescentis ATCC 15703	76	32	44	No	0	tRNA	CRW_t_B_11971	0	(()()())	(()()())	--	No	--	--
CRW	Bifidobacterium adolescentis ATCC 15703	76	32	44	No	0	tRNA	CRW_t_B_11972	0	(()()())	(()()())	--	No	--	--
CRW	Bifidobacterium adolescentis ATCC 15703	74	30	44	No	0	tRNA	CRW_t_B_11973	0	(()()())	(()()())	--	No	--	--
CRW	Bifidobacterium adolescentis ATCC 15703	74	30	44	No	0	tRNA	CRW_t_B_11974	0	(()()())	(()()())	--	No	--	--
CRW	Bifidobacterium adolescentis ATCC 15703	76	32	44	No	0	tRNA	CRW_t_B_11975	0	(()()())	(()()())	--	No	--	--
CRW	Arabidopsis thaliana	71	27	44	No	0	tRNA	CRW_t_E_11976	0	(()()())	(()()())	--	No	--	--
CRW	Arabidopsis thaliana	72	28	44	No	0	tRNA	CRW_t_E_11977	0	(()()())	(()()())	--	No	--	--
CRW	Arabidopsis thaliana	71	27	44	No	0	tRNA	CRW_t_E_11978	0	(()()())	(()()())	--	No	--	--
CRW	Leishmania tarentolae	65	31	34	No	0	tRNA	CRW_t_E_11979	0	(()()())	(()()())	--	No	--	--
CRW	Mycobacterium phage Bxz1	73	29	44	No	0	tRNA	CRW_t_NA_11980	0	(()()())	(()()())	--	No	--	--
CRW	Adiantum capillus-veneris	71	27	44	No	0	tRNA	CRW_t_E_11981	0	(()()())	(()()())	--	No	--	--
CRW	Adiantum capillus-veneris	71	27	44	No	0	tRNA	CRW_t_E_11982	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	75	31	44	No	0	tRNA	CRW_t_B_11983	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	72	28	44	No	0	tRNA	CRW_t_B_11984	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	71	27	44	No	0	tRNA	CRW_t_B_11985	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	75	31	44	No	0	tRNA	CRW_t_B_11986	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	75	31	44	No	0	tRNA	CRW_t_B_11987	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	75	31	44	No	0	tRNA	CRW_t_B_11988	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus cereus	71	27	44	No	0	tRNA	CRW_t_B_11989	0	(()()())	(()()())	--	No	--	--
CRW	Nephila clavipes	80	36	44	No	0	tRNA	CRW_t_E_11990	0	(()()())	(()()())	--	No	--	--
CRW	Nephila clavipes	71	27	44	No	0	tRNA	CRW_t_E_11991	0	(()()())	(()()())	--	No	--	--
CRW	Citrobacter freundii	74	30	44	No	0	tRNA	CRW_t_B_11992	0	(()()())	(()()())	--	No	--	--
CRW	Myxococcus xanthus	74	30	44	No	0	tRNA	CRW_t_B_11993	0	(()()())	(()()())	--	No	--	--
CRW	Pseudomonas aeruginosa	74	30	44	No	0	tRNA	CRW_t_B_11994	0	(()()())	(()()())	--	No	--	--
CRW	uncultured marine alpha proteobacterium HOT2C01	74	30	44	No	0	tRNA	CRW_t_B_11995	0	(()()())	(()()())	--	No	--	--
CRW	Thermus thermophilus	76	32	44	No	0	tRNA	CRW_t_B_11996	0	(()()())	(()()())	--	No	--	--
CRW	Thermus thermophilus	76	32	44	No	0	tRNA	CRW_t_B_11997	0	(()()())	(()()())	--	No	--	--
CRW	Saccharomyces cerevisiae	71	27	44	No	0	tRNA	CRW_t_E_11998	0	(()()())	(()()())	--	No	--	--
CRW	Prunus americana	23	17	6	No	0	tRNA	CRW_t_E_11999	0	(()()())	(()()())	--	No	--	--
CRW	Prunus mexicana	23	17	6	No	0	tRNA	CRW_t_E_12000	0	(()()())	(()()())	--	No	--	--
CRW	Prunus rivularis	23	17	6	No	0	tRNA	CRW_t_E_12001	0	(()()())	(()()())	--	No	--	--
CRW	Prunus umbellata var. injucunda	23	17	6	No	0	tRNA	CRW_t_E_12002	0	(()()())	(()()())	--	No	--	--
CRW	Prunus mexicana	23	17	6	No	0	tRNA	CRW_t_E_12003	0	(()()())	(()()())	--	No	--	--
CRW	Prunus hortulana	23	17	6	No	0	tRNA	CRW_t_E_12004	0	(()()())	(()()())	--	No	--	--
CRW	Prunus angustifolia	23	17	6	No	0	tRNA	CRW_t_E_12005	0	(()()())	(()()())	--	No	--	--
CRW	Prunus munsoniana	23	17	6	No	0	tRNA	CRW_t_E_12006	0	(()()())	(()()())	--	No	--	--
CRW	Prunus gracilis	23	17	6	No	0	tRNA	CRW_t_E_12007	0	(()()())	(()()())	--	No	--	--
CRW	Prunus umbellata	23	17	6	No	0	tRNA	CRW_t_E_12008	0	(()()())	(()()())	--	No	--	--
CRW	Prunus nigra	23	17	6	No	0	tRNA	CRW_t_E_12009	0	(()()())	(()()())	--	No	--	--
CRW	Prunus alleghaniensis var. davisii	23	17	6	No	0	tRNA	CRW_t_E_12010	0	(()()())	(()()())	--	No	--	--
CRW	Prunus alleghaniensis	23	17	6	No	0	tRNA	CRW_t_E_12011	0	(()()())	(()()())	--	No	--	--
CRW	Prunus geniculata	23	17	6	No	0	tRNA	CRW_t_E_12012	0	(()()())	(()()())	--	No	--	--
CRW	Prunus maritima	23	17	6	No	0	tRNA	CRW_t_E_12013	0	(()()())	(()()())	--	No	--	--
CRW	Prunus maritima var. gravesii	23	17	6	No	0	tRNA	CRW_t_E_12014	0	(()()())	(()()())	--	No	--	--
CRW	Prunus texana	23	17	6	No	0	tRNA	CRW_t_E_12015	0	(()()())	(()()())	--	No	--	--
CRW	Prunus subcordata	23	17	6	No	0	tRNA	CRW_t_E_12016	0	(()()())	(()()())	--	No	--	--
CRW	Prunus domestica subsp. insititia	23	17	6	No	0	tRNA	CRW_t_E_12017	0	(()()())	(()()())	--	No	--	--
CRW	Prunus domestica	23	17	6	No	0	tRNA	CRW_t_E_12018	0	(()()())	(()()())	--	No	--	--
CRW	Prunus spinosa	23	17	6	No	0	tRNA	CRW_t_E_12019	0	(()()())	(()()())	--	No	--	--
CRW	Prunus cerasifera	23	17	6	No	0	tRNA	CRW_t_E_12020	0	(()()())	(()()())	--	No	--	--
CRW	Prunus salicina	23	17	6	No	0	tRNA	CRW_t_E_12021	0	(()()())	(()()())	--	No	--	--
CRW	Prunus simonii	23	17	6	No	0	tRNA	CRW_t_E_12022	0	(()()())	(()()())	--	No	--	--
CRW	Prunus mandshurica	23	17	6	No	0	tRNA	CRW_t_E_12023	0	(()()())	(()()())	--	No	--	--
CRW	Prunus armeniaca	23	17	6	No	0	tRNA	CRW_t_E_12024	0	(()()())	(()()())	--	No	--	--
CRW	Prunus mume	23	17	6	No	0	tRNA	CRW_t_E_12025	0	(()()())	(()()())	--	No	--	--
CRW	Prunus glandulosa	23	17	6	No	0	tRNA	CRW_t_E_12026	0	(()()())	(()()())	--	No	--	--
CRW	Prunus pumila	23	17	6	No	0	tRNA	CRW_t_E_12027	0	(()()())	(()()())	--	No	--	--
CRW	Prunus tomentosa	23	17	6	No	0	tRNA	CRW_t_E_12028	0	(()()())	(()()())	--	No	--	--
CRW	Prunus dulcis	23	17	6	No	0	tRNA	CRW_t_E_12029	0	(()()())	(()()())	--	No	--	--
CRW	Prunus davidiana	23	17	6	No	0	tRNA	CRW_t_E_12030	0	(()()())	(()()())	--	No	--	--
CRW	Prunus mira	23	17	6	No	0	tRNA	CRW_t_E_12031	0	(()()())	(()()())	--	No	--	--
CRW	Prunus persica	23	17	6	No	0	tRNA	CRW_t_E_12032	0	(()()())	(()()())	--	No	--	--
CRW	Prunus tenella	23	17	6	No	0	tRNA	CRW_t_E_12033	0	(()()())	(()()())	--	No	--	--
CRW	Prunus fasciculata	23	17	6	No	0	tRNA	CRW_t_E_12034	0	(()()())	(()()())	--	No	--	--
CRW	Prunus mahaleb	23	17	6	No	0	tRNA	CRW_t_E_12035	0	(()()())	(()()())	--	No	--	--
CRW	Prunus pensylvanica	23	17	6	No	0	tRNA	CRW_t_E_12036	0	(()()())	(()()())	--	No	--	--
CRW	Prunus serotina	23	17	6	No	0	tRNA	CRW_t_E_12037	0	(()()())	(()()())	--	No	--	--
CRW	Prunus virginiana	23	17	6	No	0	tRNA	CRW_t_E_12038	0	(()()())	(()()())	--	No	--	--
CRW	Prunus laurocerasus	23	17	6	No	0	tRNA	CRW_t_E_12039	0	(()()())	(()()())	--	No	--	--
CRW	Prunus caroliniana	23	17	6	No	0	tRNA	CRW_t_E_12040	0	(()()())	(()()())	--	No	--	--
CRW	Physocarpus opulifolius	23	17	6	No	0	tRNA	CRW_t_E_12041	0	(()()())	(()()())	--	No	--	--
CRW	Castanea dentata	38	28	10	No	0	tRNA	CRW_t_E_12042	0	(()()())	(()()())	--	No	--	--
CRW	Castanea dentata	38	28	10	No	0	tRNA	CRW_t_E_12043	0	(()()())	(()()())	--	No	--	--
CRW	Castanea pumila var. pumila	38	28	10	No	0	tRNA	CRW_t_E_12044	0	(()()())	(()()())	--	No	--	--
CRW	Castanea pumila var. pumila	38	28	10	No	0	tRNA	CRW_t_E_12045	0	(()()())	(()()())	--	No	--	--
CRW	Castanea ozarkensis	38	28	10	No	0	tRNA	CRW_t_E_12046	0	(()()())	(()()())	--	No	--	--
CRW	Castanea ozarkensis	38	28	10	No	0	tRNA	CRW_t_E_12047	0	(()()())	(()()())	--	No	--	--
CRW	Castanea sativa	38	28	10	No	0	tRNA	CRW_t_E_12048	0	(()()())	(()()())	--	No	--	--
CRW	Castanea sativa	38	28	10	No	0	tRNA	CRW_t_E_12049	0	(()()())	(()()())	--	No	--	--
CRW	Castanea mollissima	38	28	10	No	0	tRNA	CRW_t_E_12050	0	(()()())	(()()())	--	No	--	--
CRW	Castanea mollissima	38	28	10	No	0	tRNA	CRW_t_E_12051	0	(()()())	(()()())	--	No	--	--
CRW	Castanea mollissima	38	28	10	No	0	tRNA	CRW_t_E_12052	0	(()()())	(()()())	--	No	--	--
CRW	Castanea mollissima	38	28	10	No	0	tRNA	CRW_t_E_12053	0	(()()())	(()()())	--	No	--	--
CRW	Castanea seguinii	38	28	10	No	0	tRNA	CRW_t_E_12054	0	(()()())	(()()())	--	No	--	--
CRW	Castanea seguinii	38	28	10	No	0	tRNA	CRW_t_E_12055	0	(()()())	(()()())	--	No	--	--
CRW	Castanea seguinii	38	28	10	No	0	tRNA	CRW_t_E_12056	0	(()()())	(()()())	--	No	--	--
CRW	Castanea seguinii	38	28	10	No	0	tRNA	CRW_t_E_12057	0	(()()())	(()()())	--	No	--	--
CRW	Castanea henryi	38	28	10	No	0	tRNA	CRW_t_E_12058	0	(()()())	(()()())	--	No	--	--
CRW	Castanea henryi	38	28	10	No	0	tRNA	CRW_t_E_12059	0	(()()())	(()()())	--	No	--	--
CRW	Castanea crenata	38	28	10	No	0	tRNA	CRW_t_E_12060	0	(()()())	(()()())	--	No	--	--
CRW	Castanea crenata	38	28	10	No	0	tRNA	CRW_t_E_12061	0	(()()())	(()()())	--	No	--	--
CRW	Quercus falcata	37	27	10	No	0	tRNA	CRW_t_E_12062	0	(()()())	(()()())	--	No	--	--
CRW	Fagus grandifolia	38	28	10	No	0	tRNA	CRW_t_E_12063	0	(()()())	(()()())	--	No	--	--
CRW	Panax ginseng	71	27	44	No	0	tRNA	CRW_t_E_12064	0	(()()())	(()()())	--	No	--	--
CRW	Panax ginseng	71	27	44	No	0	tRNA	CRW_t_E_12065	0	(()()())	(()()())	--	No	--	--
CRW	Haloarcula marismortui ATCC 43049	71	27	44	No	0	tRNA	CRW_t_A_12066	0	(()()())	(()()())	--	No	--	--
CRW	Haloarcula marismortui ATCC 43049	71	27	44	No	0	tRNA	CRW_t_A_12067	0	(()()())	(()()())	--	No	--	--
CRW	Haloarcula marismortui ATCC 43049	72	28	44	No	0	tRNA	CRW_t_A_12068	0	(()()())	(()()())	--	No	--	--
CRW	Xanthomonas axonopodis pv. vesicatoria	74	30	44	No	0	tRNA	CRW_t_B_12069	0	(()()())	(()()())	--	No	--	--
CRW	Huperzia lucidula	71	27	44	No	0	tRNA	CRW_t_E_12070	0	(()()())	(()()())	--	No	--	--
CRW	Gracilaria tenuistipitata var. liui	75	31	44	No	0	tRNA	CRW_t_E_12071	0	(()()())	(()()())	--	No	--	--
CRW	Gracilaria tenuistipitata var. liui	74	30	44	No	0	tRNA	CRW_t_E_12072	0	(()()())	(()()())	--	No	--	--
CRW	Hibiscus cannabinus	70	26	44	No	0	tRNA	CRW_t_E_12073	0	(()()())	(()()())	--	No	--	--
CRW	Hibiscus macrophyllus	70	26	44	No	0	tRNA	CRW_t_E_12074	0	(()()())	(()()())	--	No	--	--
CRW	Hibiscus mechowii	70	26	44	No	0	tRNA	CRW_t_E_12075	0	(()()())	(()()())	--	No	--	--
CRW	Pseudotrillium rivale	70	26	44	No	0	tRNA	CRW_t_E_12076	0	(()()())	(()()())	--	No	--	--
CRW	Trillium ovatum	70	26	44	No	0	tRNA	CRW_t_E_12077	0	(()()())	(()()())	--	No	--	--
CRW	Trillium texanum	70	26	44	No	0	tRNA	CRW_t_E_12078	0	(()()())	(()()())	--	No	--	--
CRW	Prunus hortulana	70	26	44	No	0	tRNA	CRW_t_E_12079	0	(()()())	(()()())	--	No	--	--
CRW	Prunus nigra	70	26	44	No	0	tRNA	CRW_t_E_12080	0	(()()())	(()()())	--	No	--	--
CRW	Prunus virginiana	70	26	44	No	0	tRNA	CRW_t_E_12081	0	(()()())	(()()())	--	No	--	--
CRW	Magnolia acuminata	70	26	44	No	0	tRNA	CRW_t_E_12082	0	(()()())	(()()())	--	No	--	--
CRW	Liriodendron tulipifera	70	26	44	No	0	tRNA	CRW_t_E_12083	0	(()()())	(()()())	--	No	--	--
CRW	Magnolia tripetala	70	26	44	No	0	tRNA	CRW_t_E_12084	0	(()()())	(()()())	--	No	--	--
CRW	Minuartia cumberlandensis	70	26	44	No	0	tRNA	CRW_t_E_12085	0	(()()())	(()()())	--	No	--	--
CRW	Minuartia uniflora	70	26	44	No	0	tRNA	CRW_t_E_12086	0	(()()())	(()()())	--	No	--	--
CRW	Minuartia glabra	70	26	44	No	0	tRNA	CRW_t_E_12087	0	(()()())	(()()())	--	No	--	--
CRW	Taxodium distichum var. imbricarium	70	26	44	No	0	tRNA	CRW_t_E_12088	0	(()()())	(()()())	--	No	--	--
CRW	Cryptomeria japonica	70	26	44	No	0	tRNA	CRW_t_E_12089	0	(()()())	(()()())	--	No	--	--
CRW	Glyptostrobus pensilis	70	26	44	No	0	tRNA	CRW_t_E_12090	0	(()()())	(()()())	--	No	--	--
CRW	Solanum physalifolium	70	26	44	No	0	tRNA	CRW_t_E_12091	0	(()()())	(()()())	--	No	--	--
CRW	Solanum americanum	70	26	44	No	0	tRNA	CRW_t_E_12092	0	(()()())	(()()())	--	No	--	--
CRW	Solanum ptychanthum	70	26	44	No	0	tRNA	CRW_t_E_12093	0	(()()())	(()()())	--	No	--	--
CRW	Gratiola virginiana	70	26	44	No	0	tRNA	CRW_t_E_12094	0	(()()())	(()()())	--	No	--	--
CRW	Gratiola neglecta	70	26	44	No	0	tRNA	CRW_t_E_12095	0	(()()())	(()()())	--	No	--	--
CRW	Gratiola brevifolia	70	26	44	No	0	tRNA	CRW_t_E_12096	0	(()()())	(()()())	--	No	--	--
CRW	Trilisa paniculata	70	26	44	No	0	tRNA	CRW_t_E_12097	0	(()()())	(()()())	--	No	--	--
CRW	Carphephorus corymbosus	70	26	44	No	0	tRNA	CRW_t_E_12098	0	(()()())	(()()())	--	No	--	--
CRW	Eupatorium hyssopifolium	70	26	44	No	0	tRNA	CRW_t_E_12099	0	(()()())	(()()())	--	No	--	--
CRW	Eupatorium capillifolium	70	26	44	No	0	tRNA	CRW_t_E_12100	0	(()()())	(()()())	--	No	--	--
CRW	Eupatorium rotundifolium	70	26	44	No	0	tRNA	CRW_t_E_12101	0	(()()())	(()()())	--	No	--	--
CRW	Solanum ptychanthum	23	17	6	No	0	tRNA	CRW_t_E_12102	0	(()()())	(()()())	--	No	--	--
CRW	Solanum americanum	23	17	6	No	0	tRNA	CRW_t_E_12103	0	(()()())	(()()())	--	No	--	--
CRW	Solanum physalifolium	23	17	6	No	0	tRNA	CRW_t_E_12104	0	(()()())	(()()())	--	No	--	--
CRW	Gratiola brevifolia	23	17	6	No	0	tRNA	CRW_t_E_12105	0	(()()())	(()()())	--	No	--	--
CRW	Gratiola neglecta	23	17	6	No	0	tRNA	CRW_t_E_12106	0	(()()())	(()()())	--	No	--	--
CRW	Gratiola virginiana	23	17	6	No	0	tRNA	CRW_t_E_12107	0	(()()())	(()()())	--	No	--	--
CRW	Minuartia uniflora	23	17	6	No	0	tRNA	CRW_t_E_12108	0	(()()())	(()()())	--	No	--	--
CRW	Minuartia cumberlandensis	23	17	6	No	0	tRNA	CRW_t_E_12109	0	(()()())	(()()())	--	No	--	--
CRW	Minuartia glabra	23	17	6	No	0	tRNA	CRW_t_E_12110	0	(()()())	(()()())	--	No	--	--
CRW	Magnolia acuminata	23	17	6	No	0	tRNA	CRW_t_E_12111	0	(()()())	(()()())	--	No	--	--
CRW	Magnolia tripetala	23	17	6	No	0	tRNA	CRW_t_E_12112	0	(()()())	(()()())	--	No	--	--
CRW	Liriodendron tulipifera	23	17	6	No	0	tRNA	CRW_t_E_12113	0	(()()())	(()()())	--	No	--	--
CRW	Cryptomeria japonica	23	17	6	No	0	tRNA	CRW_t_E_12114	0	(()()())	(()()())	--	No	--	--
CRW	Taxodium distichum var. imbricarium	23	17	6	No	0	tRNA	CRW_t_E_12115	0	(()()())	(()()())	--	No	--	--
CRW	Emiliania huxleyi	71	27	44	No	0	tRNA	CRW_t_E_12116	0	(()()())	(()()())	--	No	--	--
CRW	Emiliania huxleyi	72	28	44	No	0	tRNA	CRW_t_E_12117	0	(()()())	(()()())	--	No	--	--
CRW	Eucalyptus globulus subsp. globulus	71	27	44	No	0	tRNA	CRW_t_E_12118	0	(()()())	(()()())	--	No	--	--
CRW	Pseudendoclonium akinetum	71	27	44	No	0	tRNA	CRW_t_E_12119	0	(()()())	(()()())	--	No	--	--
CRW	Pseudendoclonium akinetum	71	27	44	No	0	tRNA	CRW_t_E_12120	0	(()()())	(()()())	--	No	--	--
CRW	Lactuca sativa	77	33	44	No	0	tRNA	CRW_t_E_12121	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium lanceolatum	23	17	6	No	0	tRNA	CRW_t_E_12122	0	(()()())	(()(())())	--	No	--	--
CRW	Botrychium simplex	23	17	6	No	0	tRNA	CRW_t_E_12123	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium campestre	23	17	6	No	0	tRNA	CRW_t_E_12124	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium lunaria	23	17	6	No	0	tRNA	CRW_t_E_12125	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium dissectum	23	17	6	No	0	tRNA	CRW_t_E_12126	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium japonicum	23	17	6	No	0	tRNA	CRW_t_E_12127	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium lunarioides	23	17	6	No	0	tRNA	CRW_t_E_12128	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium virginianum	23	17	6	No	0	tRNA	CRW_t_E_12129	0	(()()())	(()()())	--	No	--	--
CRW	Botrychium strictum	23	17	6	No	0	tRNA	CRW_t_E_12130	0	(()()())	(()()())	--	No	--	--
CRW	Helminthostachys zeylanica	23	17	6	No	0	tRNA	CRW_t_E_12131	0	(()()())	(()()())	--	No	--	--
CRW	Phalaenopsis aphrodite subsp. formosana	71	27	44	No	0	tRNA	CRW_t_E_12132	0	(()()())	(()()())	--	No	--	--
CRW	Phalaenopsis aphrodite subsp. formosana	71	27	44	No	0	tRNA	CRW_t_E_12133	0	(()()())	(()()())	--	No	--	--
CRW	Staurastrum punctulatum	71	27	44	No	0	tRNA	CRW_t_E_12134	0	(()()())	(()()())	--	No	--	--
CRW	Staurastrum punctulatum	71	27	44	No	0	tRNA	CRW_t_E_12135	0	(()()())	(()()())	--	No	--	--
CRW	Zygnema circumcarinatum	71	27	44	No	0	tRNA	CRW_t_E_12136	0	(()()())	(()()())	--	No	--	--
CRW	Zygnema circumcarinatum	71	27	44	No	0	tRNA	CRW_t_E_12137	0	(()()())	(()()())	--	No	--	--
CRW	Solanum sessiliflorum	27	23	4	No	0	tRNA	CRW_t_E_12138	0	(()()())	(()()())	--	No	--	--
CRW	Pyrococcus horikoshii OT3	78	34	44	No	0	tRNA	CRW_t_A_12139	0	(()()())	(()()())	--	No	--	--
CRW	Pyrococcus horikoshii OT3	78	34	44	No	0	tRNA	CRW_t_A_12140	0	(()()())	(()()())	--	No	--	--
CRW	Pyrococcus horikoshii OT3	78	34	44	No	0	tRNA	CRW_t_A_12141	0	(()()())	(()()())	--	No	--	--
CRW	Aeropyrum pernix K1	79	35	44	No	0	tRNA	CRW_t_A_12142	0	(()()())	(()()())	--	No	--	--
CRW	Aeropyrum pernix K1	79	35	44	No	0	tRNA	CRW_t_A_12143	0	(()()())	(()()())	--	No	--	--
CRW	Aeropyrum pernix K1	79	35	44	No	0	tRNA	CRW_t_A_12144	0	(()()())	(()()())	--	No	--	--
CRW	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	76	32	44	No	0	tRNA	CRW_t_B_12145	0	(()()())	(()()())	--	No	--	--
CRW	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	72	30	42	No	0	tRNA	CRW_t_B_12146	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	74	30	44	No	0	tRNA	CRW_t_B_12147	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	75	31	44	No	0	tRNA	CRW_t_B_12148	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	71	27	44	No	0	tRNA	CRW_t_B_12149	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	75	31	44	No	0	tRNA	CRW_t_B_12150	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	74	30	44	No	0	tRNA	CRW_t_B_12151	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	75	31	44	No	0	tRNA	CRW_t_B_12152	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus halodurans C-125	75	31	44	No	0	tRNA	CRW_t_B_12153	0	(()()())	(()()())	--	No	--	--
CRW	null	76	32	44	No	0	tRNA	CRW_t_NA_12154	0	(()()())	(()()())	--	No	--	--
CRW	null	74	30	44	No	0	tRNA	CRW_t_NA_12155	0	(()()())	(()()())	--	No	--	--
CRW	null	75	31	44	No	0	tRNA	CRW_t_NA_12156	0	(()()())	(()()())	--	No	--	--
CRW	null	76	32	44	No	0	tRNA	CRW_t_NA_12157	0	(()()())	(()()())	--	No	--	--
CRW	null	76	32	44	No	0	tRNA	CRW_t_NA_12158	0	(()()())	(()()())	--	No	--	--
CRW	null	76	32	44	No	0	tRNA	CRW_t_NA_12159	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus Mu50	72	28	44	No	0	tRNA	CRW_t_B_12160	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus Mu50	71	27	44	No	0	tRNA	CRW_t_B_12161	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus Mu50	72	28	44	No	0	tRNA	CRW_t_B_12162	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus Mu50	71	27	44	No	0	tRNA	CRW_t_B_12163	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus Mu50	72	28	44	No	0	tRNA	CRW_t_B_12164	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus Mu50	72	28	44	No	0	tRNA	CRW_t_B_12165	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus N315	75	31	44	No	0	tRNA	CRW_t_B_12166	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus N315	75	31	44	No	0	tRNA	CRW_t_B_12167	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus N315	75	31	44	No	0	tRNA	CRW_t_B_12168	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus N315	74	30	44	No	0	tRNA	CRW_t_B_12169	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus N315	75	31	44	No	0	tRNA	CRW_t_B_12170	0	(()()())	(()()())	--	No	--	--
CRW	Staphylococcus aureus subsp. aureus N315	74	30	44	No	0	tRNA	CRW_t_B_12171	0	(()()())	(()()())	--	No	--	--
CRW	Nostoc sp. PCC 7120	71	27	44	No	0	tRNA	CRW_t_B_12172	0	()	()	--	No	--	--
CRW	Nostoc sp. PCC 7120	72	28	44	No	0	tRNA	CRW_t_B_12173	0	()	()	--	No	--	--
CRW	Nostoc sp. PCC 7120	72	28	44	No	0	tRNA	CRW_t_B_12174	0	()	()	--	No	--	--
CRW	Wigglesworthia glossinidia endosymbiont of Glossin	72	28	44	No	0	tRNA	CRW_t_B_12175	0	()	()	--	No	--	--
CRW	Wigglesworthia glossinidia endosymbiont of Glossin	71	27	44	No	0	tRNA	CRW_t_B_12176	0	()	()	--	No	--	--
CRW	Sulfolobus tokodaii str. 7	76	32	44	No	0	tRNA	CRW_t_A_12177	0	()	()	--	No	--	--
CRW	Sulfolobus tokodaii str. 7	76	32	44	No	0	tRNA	CRW_t_A_12178	0	()	()	--	No	--	--
CRW	Sulfolobus tokodaii str. 7	76	32	44	No	0	tRNA	CRW_t_A_12179	0	()	()	--	No	--	--
CRW	Mycoplasma penetrans HF-2	74	30	44	No	0	tRNA	CRW_t_B_12180	0	()	()	--	No	--	--
CRW	Mycoplasma penetrans HF-2	74	30	44	No	0	tRNA	CRW_t_B_12181	0	()	()	--	No	--	--
CRW	Oceanobacillus iheyensis HTE831	74	30	44	No	0	tRNA	CRW_t_B_12182	0	()	()	--	No	--	--
CRW	Oceanobacillus iheyensis HTE831	75	31	44	No	0	tRNA	CRW_t_B_12183	0	()	()	--	No	--	--
CRW	Oceanobacillus iheyensis HTE831	74	30	44	No	0	tRNA	CRW_t_B_12184	0	()	()	--	No	--	--
CRW	Oceanobacillus iheyensis HTE831	74	30	44	No	0	tRNA	CRW_t_B_12185	0	()	()	--	No	--	--
CRW	Oceanobacillus iheyensis HTE831	75	31	44	No	0	tRNA	CRW_t_B_12186	0	()	()	--	No	--	--
CRW	Oceanobacillus iheyensis HTE831	75	31	44	No	0	tRNA	CRW_t_B_12187	0	()	()	--	No	--	--
CRW	Streptomyces avermitilis MA-4680	74	30	44	No	0	tRNA	CRW_t_B_12188	0	()	()	--	No	--	--
